datetime,open,high,low,close,volume,symbol,timeframe,pivot_high,pivot_low,pivot_label,SMA_FAST,SMA_SLOW,RSI_14
2025-06-03,0.0072075,0.007222,0.007137,0.007147,125665,6J,1d,True,False,LH,0.007150818181818181,0.00714765,49.17233506261602
2025-06-11,0.0070955,0.007121,0.007061,0.0071125,142010,6J,1d,False,True,HL,0.0071383181818181814,0.007125033333333334,46.842080530802676
2025-06-13,0.007159,0.007195,0.0071105,0.007136,165192,6J,1d,True,False,LH,0.007142090909090909,0.007124333333333333,49.08920283152972
2025-06-23,0.0070155,0.007031,0.006936,0.0070235,179941,6J,1d,False,True,LL,0.0070873636363636364,0.007106500000000001,39.58399096666335
2025-07-01,0.0071215,0.0071855,0.0071195,0.007133,140520,6J,1d,True,False,HH,0.007078,0.007119216666666667,52.73333136061471
2025-07-16,0.006883,0.006971,0.0068665,0.0069225,204322,6J,1d,False,True,LL,0.0070023181818181825,0.00706395,36.52446233538098
2025-07-24,0.0069835,0.0070125,0.0069575,0.006962,100659,6J,1d,True,False,LH,0.0069390909090909095,0.007026299999999999,44.6719380915263
2025-08-01,0.006784,0.006939,0.0067745,0.0069125,228798,6J,1d,False,True,LL,0.006909772727272726,0.006981650000000001,45.713579876753755
2025-08-05,0.006947,0.0069685,0.006912,0.006922,94695,6J,1d,True,False,LH,0.006914136363636364,0.0069756333333333325,46.836156613625704
2025-08-12,0.0068955,0.006919,0.0068755,0.006911,120165,6J,1d,False,True,HL,0.006899636363636364,0.006945966666666666,46.35185519735078
2025-08-14,0.006927,0.006979,0.0068975,0.0069015,155596,6J,1d,True,False,HH,0.006907681818181818,0.0069312,45.46463013468816
2025-08-27,0.0069185,0.0069205,0.0068795,0.0069155,102513,6J,1d,False,True,HL,0.006913772727272727,0.0069135,48.62056320290322
2025-08-28,0.006915,0.006947,0.006909,0.006939,91631,6J,1d,True,False,LH,0.006915045454545454,0.00691535,51.479691735805076
2025-09-03,0.006867,0.006888,0.0068315,0.006884,123326,6J,1d,False,True,LL,0.006910227272727273,0.006908750000000001,45.26874182645776
2025-09-09,0.0069025,0.006957,0.0068995,0.0069055,177454,6J,1d,True,False,HH,0.006903409090909091,0.0069054166666666665,48.90571476057113
2025-09-11,0.0069025,0.006921,0.006865,0.0069125,107013,6J,1d,False,True,HL,0.006902318181818182,0.006911733333333333,49.97710903937747
2025-09-17,0.0069455,0.0069905,0.006916,0.006932,175055,6J,1d,True,False,HH,0.0069053636363636366,0.006910083333333333,52.8156166775104
2025-09-26,0.006782,0.0067995,0.0067735,0.006798,116390,6J,1d,False,True,LL,0.006872909090909091,0.0068940166666666665,36.969517197085466
2025-10-01,0.006868,0.006927,0.006851,0.006903,180318,6J,1d,True,False,LH,0.006859318181818183,0.006889366666666666,52.95545456783989
2025-10-17,0.00674,0.0067875,0.0067305,0.006737,170917,6J,1d,True,False,HH,0.006709681818181818,0.006817933333333333,44.322668867475414
2025-10-27,0.006614,0.0066405,0.0066105,0.00663,96091,6J,1d,False,True,LL,0.006682272727272728,0.006769350000000001,34.519633147246196
2025-10-29,0.006659,0.0066835,0.006618,0.006628,162234,6J,1d,True,False,LH,0.006677045454545455,0.006749516666666666,36.34255225540175
2025-11-04,0.0065645,0.0066035,0.0065535,0.0065895,117282,6J,1d,False,True,LL,0.006621318181818181,0.0067091,35.38013466854464
2025-11-06,0.0065685,0.0066215,0.0065655,0.0066075,115235,6J,1d,True,False,LH,0.0066057727272727275,0.006694716666666667,40.36081362789212
2025-11-20,0.006435,0.0064425,0.006399,0.006415,172657,6J,1d,False,True,LL,0.0065295454545454545,0.006605700000000001,22.556775061119282
2025-12-05,0.006507,0.006538,0.0064895,0.006498,102346,6J,1d,True,False,HH,0.006478727272727272,0.0065291666666666675,44.368680959303916
2025-12-09,0.006472,0.0064785,0.0064285,0.0064335,104430,6J,1d,False,True,HL,0.006478136363636363,0.006516366666666666,35.73670502703837
2025-12-16,0.006495,0.00653,0.006495,0.006518,138192,6J,1d,True,False,LH,0.006485318181818183,0.0065002,51.235144743857944
2025-12-19,0.006479,0.0064795,0.0063855,0.006396,223375,6J,1d,False,True,LL,0.006472590909090909,0.006486516666666667,36.51830004781306
2025-12-24,0.0064485,0.0064755,0.006445,0.006459,81210,6J,1d,True,False,LH,0.006465909090909092,0.00647515,46.048209087947235
