datetime,open,high,low,close,volume,symbol,timeframe,pivot_high,pivot_low,pivot_label,SMA_FAST,SMA_SLOW,RSI_14
2025-12-17 15:45:00,5.4145,5.4445,5.4115,5.4225,5452,HG,240m,True,False,LH,5.416233333333334,5.412275,57.8625398011791
2025-12-17 23:45:00,5.417,5.4185,5.3805,5.393,2928,HG,240m,False,True,LL,5.412133333333333,5.41385,43.40591895327135
2025-12-18 04:15:00,5.4075,5.4245,5.384,5.4135,2935,HG,240m,True,False,LH,5.407633333333333,5.41055,53.80800949865568
2025-12-18 08:45:00,5.416,5.432,5.384,5.428,4582,HG,240m,False,True,HL,5.407466666666666,5.408675,58.091948208441075
2025-12-18 09:15:00,5.416,5.469,5.384,5.4305,8222,HG,240m,True,True,HH,5.409566666666667,5.4088,58.96449432894327
2025-12-18 13:45:00,5.3965,5.461,5.385,5.4385,10969,HG,240m,False,True,HL,5.4232,5.4179,55.539677777761916
2025-12-18 15:45:00,5.4595,5.461,5.414,5.432,5327,HG,240m,True,False,LH,5.424266666666667,5.41985,53.51672066581387
2025-12-18 20:45:00,5.432,5.434,5.4055,5.4135,1475,HG,240m,False,True,HL,5.426966666666667,5.42385,47.142861019090496
2025-12-18 21:15:00,5.4245,5.4515,5.4055,5.45,1883,HG,240m,True,True,LH,5.430666666666667,5.425675,58.73949414850272
2025-12-18 21:45:00,5.4255,5.4515,5.4055,5.4395,2124,HG,240m,False,True,LL,5.431433333333334,5.4269,55.00113489298526
2025-12-19 01:45:00,5.438,5.5025,5.4185,5.479,5901,HG,240m,True,False,HH,5.442866666666666,5.4399500000000005,61.619581966503674
2025-12-19 05:15:00,5.4935,5.5035,5.468,5.4945,5044,HG,240m,True,False,HH,5.4572,5.4519,62.76181455826225
2025-12-19 08:45:00,5.4955,5.5655,5.484,5.525,13450,HG,240m,True,False,HH,5.4778,5.464,68.1616849015914
2025-12-19 16:45:00,5.5015,5.5185,5.475,5.4855,3650,HG,240m,False,True,LL,5.506833333333333,5.5017249999999995,49.545328457227974
2025-12-22 03:45:00,5.536,5.553,5.488,5.521,5472,HG,240m,True,True,LH,5.522233333333333,5.5174,52.53195246440156
2025-12-22 10:45:00,5.5215,5.5235,5.4805,5.502,7981,HG,240m,False,True,LL,5.522533333333333,5.521525,45.78077703910007
2025-12-22 11:45:00,5.507,5.5235,5.4805,5.5075,8080,HG,240m,True,True,LH,5.5187333333333335,5.5222750000000005,48.33598214902858
2025-12-22 13:45:00,5.507,5.5155,5.4805,5.502,6928,HG,240m,False,True,LL,5.5159,5.521275,45.84751891538355
2025-12-22 20:15:00,5.501,5.5235,5.497,5.5135,1708,HG,240m,True,False,LH,5.504900000000001,5.508275,52.82676838710254
2025-12-23 00:15:00,5.514,5.5165,5.484,5.4995,3138,HG,240m,False,True,LL,5.5058,5.5051499999999995,44.16083129590535
2025-12-23 10:45:00,5.5745,5.621,5.5165,5.5445,20430,HG,240m,True,True,HH,5.542133333333334,5.534574999999999,52.15318217321298
2025-12-23 16:15:00,5.565,5.577,5.5415,5.565,6374,HG,240m,False,True,HL,5.568233333333334,5.55745,54.642136275988946
2025-12-23 20:15:00,5.573,5.6145,5.5575,5.593,3481,HG,240m,True,False,HH,5.573099999999999,5.567925,60.79376201677946
2025-12-24 00:15:00,5.5925,5.6035,5.552,5.589,3769,HG,240m,False,True,HL,5.576333333333333,5.576124999999999,58.30346509266747
2025-12-24 01:45:00,5.5785,5.6645,5.552,5.6455,4721,HG,240m,True,True,HH,5.5864666666666665,5.579525,71.68867101987608
2025-12-24 11:45:00,5.637,5.639,5.531,5.5805,12073,HG,240m,False,True,LL,5.6109333333333336,5.604699999999999,45.204687995679585
2025-12-25 20:30:00,5.5755,5.743,5.5645,5.703,8329,HG,240m,True,False,HH,5.620433333333334,5.6198250000000005,69.55185960748585
2025-12-25 21:00:00,5.5795,5.743,5.5645,5.7075,9493,HG,240m,False,True,HL,5.625699999999999,5.6257,70.13008068454016
2025-12-26 04:00:00,5.732,5.8075,5.721,5.7885,7006,HG,240m,True,False,HH,5.702133333333333,5.674975,76.08696263442293
2025-12-26 08:00:00,5.7875,5.7995,5.7155,5.7285,5278,HG,240m,False,True,HL,5.746866666666667,5.716075,55.6549126778453
2025-12-26 12:00:00,5.7275,5.888,5.7185,5.856,20253,HG,240m,True,False,HH,5.7741999999999996,5.7599,73.52611904180263
2025-12-26 16:30:00,5.8385,5.8655,5.809,5.847,6907,HG,240m,False,True,HL,5.8035000000000005,5.79615,66.8121867278598
2025-12-28 18:30:00,5.8475,5.92,5.811,5.8645,5492,HG,240m,True,False,HH,5.8142000000000005,5.8045,69.3583247233677
2025-12-28 21:00:00,5.838,5.92,5.7645,5.864,16011,HG,240m,False,True,LL,5.827333333333333,5.809975,62.157356649360665
2025-12-28 22:30:00,5.863,5.9235,5.7645,5.9045,16905,HG,240m,True,True,HH,5.847166666666666,5.822925,66.70190788828884
2025-12-29 10:30:00,5.6895,5.6945,5.5575,5.5805,37409,HG,240m,False,True,LL,5.750233333333332,5.772425,30.329351302040408
2025-12-29 18:30:00,5.566,5.586,5.535,5.565,3014,HG,240m,False,True,LL,5.619766666666667,5.675425,31.45458170588634
2025-12-30 02:30:00,5.7065,5.7445,5.671,5.6985,7293,HG,240m,True,False,LH,5.628933333333334,5.6273,53.32523206635054
2025-12-30 06:30:00,5.6985,5.7115,5.658,5.6965,5050,HG,240m,False,True,HL,5.656866666666667,5.636375,53.11840721488864
2025-12-30 08:30:00,5.6815,5.7575,5.658,5.7195,7907,HG,240m,True,True,HH,5.675566666666667,5.649725,56.48233550825167
2025-12-30 13:00:00,5.734,5.786,5.694,5.7805,11860,HG,240m,False,True,HL,5.716266666666667,5.693949999999999,63.55979898173279
2025-12-30 14:30:00,5.709,5.7955,5.7065,5.781,8609,HG,240m,True,False,HH,5.721500000000001,5.70475,63.624547483753915
2025-12-30 20:30:00,5.744,5.7595,5.6945,5.716,4042,HG,240m,False,True,HL,5.7332,5.725075,49.71279655525442
2025-12-30 23:30:00,5.716,5.7785,5.6945,5.713,6337,HG,240m,True,False,LH,5.7421999999999995,5.728075,48.577921410412344
2025-12-31 04:30:00,5.6885,5.715,5.6375,5.657,6142,HG,240m,False,True,LL,5.7222,5.725875,40.00097434357798
2025-12-31 05:00:00,5.679,5.715,5.6375,5.664,4857,HG,240m,True,True,LH,5.714433333333334,5.7231000000000005,41.633137218725714
2025-12-31 07:30:00,5.676,5.6905,5.6375,5.683,3374,HG,240m,False,True,LL,5.7022,5.718025,46.453174944561475
2025-12-31 09:00:00,5.662,5.703,5.657,5.6975,4017,HG,240m,True,False,LH,5.694166666666667,5.7109749999999995,49.82151067789751
2025-12-31 13:00:00,5.697,5.6985,5.648,5.684,6846,HG,240m,False,True,HL,5.680533333333333,5.69415,47.46881357384553
2026-01-01 20:30:00,5.699,5.759,5.691,5.726,2754,HG,240m,True,False,HH,5.690299999999999,5.6869499999999995,56.96673544323834
2026-01-02 04:30:00,5.748,5.7495,5.7155,5.7265,3342,HG,240m,False,True,HL,5.7222333333333335,5.7127,53.333570917660985
2026-01-02 09:30:00,5.7245,5.7375,5.7035,5.7215,4946,HG,240m,True,False,LH,5.731466666666667,5.724500000000001,50.97719558669848
2026-01-02 10:30:00,5.734,5.735,5.67,5.6855,7721,HG,240m,False,True,LL,5.728766666666667,5.724075,40.32017035207784
